iter	RMSE
428	30.94468354
429	30.84670547
430	30.7820816
431	30.68577423
432	30.62624344
433	30.52179215
434	30.45846849
435	30.40011904
436	30.29760266
437	30.23547675
438	30.14259576
439	30.06770411
440	29.96773271
441	29.91110081
442	29.82064076
443	29.74430095
444	29.64690005
445	29.59172429
446	29.50359493
447	29.43194622
448	29.33696846
449	29.26631989
450	29.18045599
451	29.08995189
452	28.99735649
453	28.90827826
454	28.80347782
455	28.7008457
456	28.6103856
457	28.52180422
458	28.43398999
459	28.33588986
460	28.26162027
461	28.16681502
462	28.0946731
463	28.01147976
464	27.93625843
465	27.8532887
466	27.7850539
467	27.70457381
468	27.58730008
469	27.49953758
470	27.40168473
471	27.27542545
472	27.19157115
473	27.10662604
474	27.03129934
475	26.90908556
476	26.82701407
477	26.74664802
478	26.68716984
479	26.60885809
480	26.56774579
481	26.50508633
482	26.42641217
483	26.3690085
484	26.28149316
485	26.20579298
486	26.16784759
487	26.1129503
488	26.02757004
489	25.95496913
490	25.90192184
491	25.83828181
492	25.78691059
493	25.7188878
494	25.63596101
495	25.5614139
496	25.48021707
497	25.40072761
498	25.35656891
499	25.2845227
500	25.20654697
501	25.153177
502	25.07711419
503	25.024492
504	24.97195541
505	24.89791591
506	24.82679667
507	24.75716172
508	24.71514975
509	24.66339575
510	24.59123926
511	24.52352063
512	24.45721509
513	24.41649085
514	24.34590422
515	24.28145771
516	24.21835403
517	24.18342449
518	24.13256171
519	24.06384958
520	24.00261328
521	23.96893023
522	23.89438925
523	23.8508132
524	23.7630397
525	23.7303113
526	23.64688568
527	23.60506847
528	23.55720302
529	23.47117916
530	23.43074721
531	23.36986066
532	23.26902119
533	23.20427822
534	23.15971918
535	23.1001329
536	23.05524502
537	22.99730562
538	22.94045994
539	22.89748614
540	22.815081
541	22.77399053
542	22.71891306
543	22.68450468
544	22.62209709
545	22.57151003
546	22.53822195
547	22.47717182
548	22.42917179
549	22.39673295
550	22.36074489
551	22.32892583
552	22.25750839
553	22.21156236
554	22.17611324
555	22.14537293
556	22.06832293
557	22.02397647
558	21.97947094
559	21.94473204
560	21.91043233
561	21.80324543
562	21.76929903
563	21.7357837
564	21.69268276
565	21.65954071
566	21.63064558
567	21.55754169
568	21.53434363
569	21.50171843
570	21.46013498
571	21.42808223
572	21.32512193
573	21.29339865
574	21.26208051
575	21.23942251
576	21.20846793
577	21.11957825
578	21.08918652
579	21.06690073
580	21.03686251
581	21.01489821
582	20.91590702
583	20.87045399
584	20.82576517
585	20.76918545
586	20.72549625
587	20.68254155
588	20.62752064
589	20.60581283
590	20.56376633
591	20.48029168
592	20.43976387
593	20.41838255
594	20.39734214
595	20.35653939
596	20.3039164
597	20.28227931
598	20.24304874
599	20.21812868
600	20.12316357
601	20.08381496
602	20.04564915
603	19.95403602
604	19.92952009
605	19.90412349
606	19.87688576
607	19.85178427
608	19.82406356
609	19.73524119
610	19.71848772
611	19.69507967
612	19.67882599
613	19.65405033
614	19.64326852
615	19.62053874
616	19.60134643
617	19.57690901
618	19.56637063
619	19.47552944
620	19.43942899
621	19.40392854
622	19.37779989
623	19.30461866
624	19.26863915
625	19.23979594
626	19.21139485
627	19.19287794
628	19.17474199
629	19.16286611
630	19.15114609
631	19.13021708
632	19.11682674
633	19.09948502
634	19.08809202
635	19.07508415
636	19.02311524
637	18.95165305
638	18.92864106
639	18.90823278
640	18.89711003
641	18.88040023
642	18.86947116
643	18.79946869
644	18.77666032
645	18.76584929
646	18.75517987
647	18.73891251
648	18.7267965
649	18.70424247
650	18.69228587
651	18.64184584
652	18.60938571
653	18.57421536
654	18.50569114
655	18.48636142
656	18.47608344
657	18.46594009
658	18.41675471
659	18.39501653
660	18.34075292
661	18.29285952
662	18.21031612
663	18.18489408
664	18.16598961
665	18.14099869
666	18.1224666
667	18.09789888
668	18.0828614
669	18.06813086
670	18.00179038
671	17.99220889
672	17.98275346
673	17.95752281
674	17.94315335
675	17.93393046
676	17.86897461
677	17.84436225
678	17.82032996
679	17.76987866
680	17.76084229
681	17.73726274
682	17.67146071
683	17.62226553
684	17.59883387
685	17.57561356
686	17.55293751
687	17.53915631
688	17.52565532
689	17.46367035
690	17.44148252
691	17.4328949
692	17.38497032
693	17.36219071
694	17.34044266
695	17.31920307
696	17.25862491
697	17.23783489
698	17.21548937
699	17.20238649
700	17.19224819
701	17.14560232
702	17.13559378
703	17.07656573
704	17.05491444
705	17.03303907
706	17.01163128
707	16.99894529
708	16.97772338
709	16.95681863
710	16.94923684
711	16.90384577
712	16.84608908
713	16.82543029
714	16.80490381
715	16.78481513
716	16.77251099
717	16.75226115
718	16.73264299
719	16.72058342
720	16.7134887
721	16.6544275
722	16.63460521
723	16.61546183
724	16.57153482
725	16.55267163
726	16.53334491
727	16.52657396
728	16.50822224
729	16.48429328
730	16.47274878
731	16.45475908
732	16.43597318
733	16.38040908
734	16.36278671
735	16.33477678
736	16.31154519
737	16.30031774
738	16.28298173
739	16.25547225
740	16.20876594
741	16.15429601
742	16.14792148
743	16.12095039
744	16.10374886
745	16.06742614
746	16.06119152
747	15.9950024
748	15.96865812
749	15.93334394
750	15.89969198
751	15.8838306
752	15.86683262
753	15.84944037
754	15.83284226
755	15.77978374
756	15.75416001
757	15.73857376
758	15.72221043
759	15.70528141
760	15.68930256
761	15.67366332
762	15.64046338
763	15.62396278
764	15.59354641
765	15.57823546
766	15.5482094
767	15.53319179
768	15.47261045
769	15.44743726
770	15.41511149
771	15.40018779
772	15.38415988
773	15.36930314
774	15.30631702
775	15.2780456
776	15.26356548
777	15.23922681
778	15.22445606
779	15.20889241
780	15.15761446
781	15.14320058
782	15.12786588
783	15.09854932
784	15.08444662
785	15.05407505
786	15.02510359
787	15.01126807
788	14.98266456
789	14.93282252
790	14.91783081
791	14.90430315
792	14.87616862
793	14.86290149
794	14.83512405
795	14.8109589
796	14.7962224
797	14.78321671
798	14.75934641
799	14.74657509
800	14.69808919
801	14.67067187
802	14.64702024
803	14.63255673
804	14.61841141
805	14.60587349
806	14.57875007
807	14.56645267
808	14.5396721
809	14.52551954
810	14.51348683
811	14.48704416
812	14.43995562
813	14.41397128
814	14.39051675
815	14.37643962
816	14.36156981
817	14.34769938
818	14.33616674
819	14.32876965
820	14.31747631
821	14.31017285
822	14.29656629
823	14.28738533
824	14.26158101
825	14.22485309
826	14.21080532
827	14.20365853
828	14.19660645
829	14.18777519
830	14.16468221
831	14.15380148
832	14.14047974
833	14.11491846
834	14.10802473
835	14.07012386
836	14.05945273
837	14.05262617
838	14.04411803
839	14.00860153
840	13.98467758
841	13.95733036
842	13.95072095
843	13.92740077
844	13.91464558
845	13.90152484
846	13.89507802
847	13.88823559
848	13.86286202
849	13.85257935
850	13.82936452
851	13.80318595
852	13.78847314
853	13.78221094
854	13.75709112
855	13.72288245
856	13.71667437
857	13.70655467
858	13.68176898
859	13.67562883
860	13.67148072
861	13.63599397
862	13.61376831
863	13.60076693
864	13.59477303
865	13.58653157
866	13.56200503
867	13.53939355
868	13.52673484
869	13.52088187
870	13.50647096
871	13.49393357
872	13.48169306
873	13.47590135
874	13.46662811
875	13.46091005
876	13.42696244
877	13.40285263
878	13.37445301
879	13.37055479
880	13.35838467
881	13.34688476
882	13.34128724
883	13.33223316
884	13.32670658
885	13.31892999
886	13.29093064
887	13.2664599
888	13.25449995
889	13.24088897
890	13.23546006
891	13.23177488
892	13.22813868
893	13.21655967
894	13.19320039
895	13.16093236
896	13.13359549
897	13.12829092
898	13.12469786
899	13.11434808
900	13.10420846
901	13.09086263
902	13.08562344
903	13.06295899
904	13.05234714
905	13.04111411
906	13.03592697
907	13.00919899
908	13.00573232
909	12.99541976
910	12.97344589
911	12.94991386
912	12.93712723
913	12.92604587
914	12.90950701
915	12.89876044
916	12.88747899
917	12.87510335
918	12.85245461
919	12.83613147
920	12.82403619
921	12.76184959
922	12.75165943
923	12.7410078
924	12.72997589
925	12.7199728
926	12.70405762
927	12.69419526
928	12.67248722
929	12.66118349
930	12.60051341
931	12.58496976
932	12.57545397
933	12.56521618
934	12.52152261
935	12.51212633
936	12.49116684
937	12.45683076
938	12.44171129
939	12.43088854
940	12.42100941
941	12.37820068
942	12.36909401
943	12.35902637
944	12.33875113
945	12.30485664
946	12.29435139
947	12.28480452
948	12.24276071
949	12.23295807
950	12.22257976
951	12.18910828
952	12.17975972
953	12.13821425
954	12.09801433
955	12.0892285
956	12.06934153
957	12.05984955
958	12.02060686
959	12.01031721
960	12.00105867
961	11.96798351
962	11.94859561
963	11.90972687
964	11.89950814
965	11.86152277
966	11.82903115
967	11.820019
968	11.78940669
969	11.75767374
970	11.7278481
971	11.71780778
972	11.68752089
973	11.67854431
974	11.64878162
975	11.61987836
976	11.56613254
977	11.53796657
978	11.52816858
979	11.51933594
980	11.48966092
981	11.46222815
982	11.4339976
983	11.42522758
984	11.397481
985	11.37661077
986	11.34862624
987	11.32244762
988	11.29587724
989	11.276262
990	11.22524549
991	11.21561233
992	11.19583465
993	11.1690707
994	11.16057113
995	11.1350693
996	11.12667231
997	11.11718226
998	11.0677341
999	11.05692083
5374
